Date,Region,ProductCategory,Price,UnitsSold,MarketingSpend,CustomerSatisfaction,Sales,ProfitMargin,Profit
2024-12-26,North America,Clothing,49.38,107,5255.43,3.8,5514.11,0.33,1819.66
2024-12-27,Asia,Clothing,47.52,88,6497.7,4.15,4647.23,0.33,1533.59
2024-12-27,Asia,Home Decor,105.49,30,2180.84,4.09,3159.07,0.23,726.59
2024-12-27,North America,Clothing,44.76,85,5856.94,4.08,4079.31,0.36,1468.55
2024-12-28,Asia,Furniture,367.8,13,8769.69,3.76,5329.88,0.18,959.38
2024-12-29,Asia,Clothing,58.63,97,4200.71,3.67,5409.58,0.34,1839.26
2024-12-29,South America,Home Decor,96.53,27,3390.32,3.61,2643.18,0.2,528.64
2024-12-30,Europe,Furniture,303.41,22,5941.18,4.08,6503.68,0.22,1430.81
2024-12-30,South America,Clothing,50.33,96,4824.55,4.5,4869.4,0.21,1022.57
2025-01-02,South America,Clothing,37.38,81,5604.68,3.62,3167.26,0.39,1235.23
2025-01-03,Europe,Accessories,34.49,135,3583.66,4.33,4622.03,0.35,1617.71
2025-01-03,Asia,Accessories,29.8,126,2947.01,4.38,3934.89,0.27,1062.42
2025-01-04,Europe,Electronics,181.54,53,8703.38,4.26,9909.61,0.19,1882.83
2025-01-04,Europe,Office Supplies,27.74,162,2190.95,4.52,3755.47,0.06,225.33
2025-01-05,North America,Office Supplies,25.2,183,2900.11,4.5,4698.03,0.11,516.78
2025-01-05,North America,Home Decor,103.82,37,3995.71,4.49,3724.53,0.19,707.66
2025-01-08,South America,Home Decor,101.87,35,5213.39,4.09,3840.57,0.2,768.11
2025-01-08,Asia,Accessories,29.91,124,2750.81,4.49,3799.69,0.29,1101.91
2025-01-10,South America,Furniture,356.84,19,4526.62,3.34,6190.53,0.24,1485.73
2025-01-12,South America,Furniture,383.68,12,10735.73,3.7,4643.35,0.26,1207.27
2025-01-14,South America,Home Decor,102.44,34,4545.71,4.34,3728.46,0.24,894.83
2025-01-14,North America,Home Decor,94.33,37,5400.49,3.72,3770.55,0.19,716.4
2025-01-17,Asia,Home Decor,107.89,36,4370.51,4.19,4194.88,0.24,1006.77
2025-01-18,Africa,Clothing,47.04,100,5202.33,3.8,4928.6,0.28,1380.01
2025-01-18,North America,Accessories,31.26,131,4493.68,4.53,4371.09,0.32,1398.75
2025-01-19,Europe,Electronics,218.69,51,5153.91,3.46,11755.05,0.15,1763.26
2025-01-19,Africa,Home Decor,98.25,28,3942.89,4.0,3044.25,0.24,730.62
2025-01-20,Asia,Electronics,210.48,49,9998.89,4.42,11231.42,0.12,1347.77
2025-01-20,North America,Furniture,378.37,21,7498.01,3.24,9370.25,0.24,2248.86
2025-01-21,South America,Office Supplies,22.64,178,2725.43,4.37,4355.92,0.05,217.8
2025-01-23,North America,Home Decor,107.1,32,4180.04,4.32,3398.95,0.22,747.77
2025-01-27,North America,Electronics,261.74,52,9747.79,4.47,14085.06,0.13,1831.06
2025-01-28,South America,Home Decor,105.41,39,4700.7,4.45,4512.56,0.24,1083.01
2025-01-28,North America,Office Supplies,22.9,159,2855.0,4.65,3845.58,0.09,346.1
2025-01-30,Europe,Accessories,29.76,141,2741.6,4.2,4714.16,0.27,1272.82
2025-01-31,North America,Office Supplies,26.09,189,2087.65,4.56,5154.67,0.12,618.56
2025-01-31,Europe,Accessories,28.96,123,1975.7,4.52,3676.13,0.28,1029.32
2025-02-02,North America,Clothing,58.57,81,4203.06,3.97,4892.54,0.32,1565.61
2025-02-02,Asia,Home Decor,86.86,33,3975.65,4.6,2745.55,0.22,604.02
2025-02-02,South America,Home Decor,106.94,41,5681.95,4.11,4310.41,0.17,732.77
2025-02-05,Europe,Clothing,46.81,97,4565.23,4.44,4991.96,0.33,1647.35
2025-02-05,North America,Electronics,184.62,43,10772.01,3.94,7516.39,0.18,1352.95
2025-02-07,Africa,Home Decor,115.15,37,2831.23,4.52,4144.84,0.19,787.52
2025-02-07,North America,Home Decor,98.77,37,3457.99,4.03,3635.28,0.15,545.29
2025-02-08,Asia,Accessories,24.15,150,3620.92,4.55,3644.76,0.26,947.64
2025-02-09,Europe,Clothing,43.0,94,7258.83,4.0,4284.21,0.32,1370.95
2025-02-10,North America,Home Decor,106.33,34,3169.53,4.1,3559.26,0.16,569.48
2025-02-11,South America,Office Supplies,23.85,159,2604.7,4.39,3780.54,0.08,302.44
2025-02-12,Africa,Accessories,29.41,131,2771.52,4.52,4149.69,0.31,1286.4
2025-02-14,Europe,Home Decor,108.3,30,3703.6,3.86,3150.7,0.15,472.6
2025-02-14,South America,Accessories,27.6,147,4111.13,3.66,4015.75,0.32,1285.04
2025-02-14,South America,Furniture,400.4,14,5465.15,3.9,5493.51,0.26,1428.31
2025-02-14,South America,Clothing,42.17,87,5765.45,4.5,3853.69,0.28,1079.03
2025-02-15,Africa,Accessories,28.36,134,3323.49,4.59,4123.95,0.28,1154.71
2025-02-17,South America,Clothing,51.23,89,5549.22,3.88,4532.67,0.25,1133.17
2025-02-18,Asia,Office Supplies,24.98,159,1736.45,4.64,3845.26,0.11,422.98
2025-02-18,South America,Office Supplies,23.17,182,2517.39,4.56,4415.63,0.1,441.56
2025-02-21,Asia,Office Supplies,27.77,160,1645.35,4.53,4832.7,0.09,434.94
2025-02-21,Africa,Clothing,46.59,98,4605.67,4.23,4875.61,0.33,1608.95
2025-02-23,North America,Accessories,28.26,158,3470.38,4.84,4491.85,0.33,1482.31
2025-02-25,Europe,Accessories,27.59,125,3663.37,4.16,3508.19,0.41,1438.36
2025-02-25,North America,Electronics,188.38,53,8353.59,4.42,10343.01,0.12,1241.16
2025-02-28,South America,Clothing,51.16,88,4612.88,3.76,4716.42,0.21,990.45
2025-03-01,South America,Electronics,229.61,39,11386.8,4.09,9667.57,0.17,1643.49
2025-03-02,Asia,Clothing,57.29,99,3936.35,4.78,6055.73,0.36,2180.06
2025-03-02,North America,Office Supplies,27.19,145,2263.27,4.52,3653.18,0.09,328.79
2025-03-02,Europe,Furniture,288.14,24,8942.6,3.93,6743.89,0.22,1483.66
2025-03-03,South America,Electronics,205.95,51,12015.01,4.02,10673.18,0.11,1174.05
2025-03-05,Europe,Home Decor,82.21,40,4635.55,4.4,3411.96,0.16,545.91
2025-03-05,Africa,Office Supplies,31.09,175,3815.72,4.83,5529.75,0.07,387.08
2025-03-06,Africa,Office Supplies,26.18,178,2823.12,4.52,4645.94,0.09,418.13
2025-03-06,Africa,Home Decor,87.59,35,4637.6,3.56,2961.1,0.18,533.0
2025-03-06,Europe,Electronics,193.58,48,9512.95,3.55,8690.49,0.16,1390.48
2025-03-08,Europe,Accessories,29.03,138,2697.47,4.59,4141.29,0.26,1076.74
2025-03-08,Africa,Clothing,48.18,85,5014.49,3.86,4077.22,0.31,1263.94
2025-03-08,South America,Furniture,387.78,23,7857.22,3.93,9567.33,0.24,2296.16
2025-03-10,North America,Furniture,293.09,9,10158.21,3.8,3198.24,0.28,895.51
2025-03-11,Africa,Home Decor,103.8,32,4240.82,5.0,3444.35,0.2,688.87
2025-03-12,South America,Office Supplies,24.61,173,3116.46,4.54,4194.29,0.05,209.71
2025-03-12,Africa,Accessories,31.61,141,3252.09,3.91,4443.52,0.32,1421.93
2025-03-14,South America,Home Decor,96.4,28,3007.17,3.73,2758.34,0.21,579.25
2025-03-15,Europe,Furniture,264.89,22,8538.54,3.56,6285.79,0.19,1194.3
2025-03-16,South America,Electronics,202.21,53,10929.6,4.51,10864.99,0.13,1412.45
2025-03-17,Africa,Electronics,224.44,39,12708.88,4.37,8254.91,0.12,990.59
2025-03-21,Africa,Accessories,33.92,130,2722.59,3.88,4556.52,0.28,1275.83
2025-03-23,Europe,Electronics,197.96,40,11801.16,4.01,7676.13,0.18,1381.7
2025-03-26,Asia,Furniture,312.98,14,5553.04,3.01,4146.83,0.27,1119.64
2025-03-26,Asia,Office Supplies,23.5,167,2196.35,4.59,4165.97,0.08,333.28
2025-03-26,North America,Accessories,28.18,141,4267.41,4.43,3644.24,0.3,1093.27
2025-03-26,South America,Accessories,29.19,134,3219.39,4.2,4072.44,0.36,1466.08
2025-03-28,North America,Office Supplies,30.14,181,2357.06,4.66,5707.3,0.07,399.51
2025-03-29,Europe,Office Supplies,29.73,165,2846.06,4.25,4938.33,0.12,592.6
2025-03-29,Europe,Office Supplies,23.45,167,3460.58,4.51,4054.59,0.14,567.64
2025-03-30,South America,Furniture,375.5,19,8123.22,3.94,7351.85,0.22,1617.41
2025-03-30,South America,Electronics,171.0,44,7673.08,4.52,7231.83,0.16,1157.09
2025-04-01,Africa,Office Supplies,25.12,166,2979.36,4.4,4617.91,0.09,415.61
2025-04-01,Africa,Electronics,221.32,47,11086.91,3.94,10656.34,0.13,1385.32
2025-04-02,Europe,Furniture,261.89,13,10333.13,4.09,3847.84,0.15,577.18
2025-04-04,Europe,Clothing,48.59,100,4460.79,4.44,5122.91,0.34,1741.79
2025-04-05,Africa,Office Supplies,19.76,179,2688.45,4.17,3555.45,0.11,391.1
2025-04-06,Africa,Home Decor,91.42,34,4129.25,4.31,3308.37,0.25,827.09
2025-04-07,South America,Furniture,322.82,21,6329.37,4.15,6635.08,0.2,1327.02
2025-04-08,Africa,Electronics,189.15,48,8335.28,3.63,9150.17,0.13,1189.52
2025-04-09,North America,Office Supplies,23.52,154,2648.53,4.47,3673.22,0.07,257.13
2025-04-09,Asia,Furniture,358.27,16,7391.84,3.54,5732.63,0.15,859.89
2025-04-10,South America,Clothing,43.29,88,6440.59,4.22,4230.99,0.31,1311.61
2025-04-11,Asia,Office Supplies,27.03,178,2434.94,4.66,4581.51,0.05,229.08
2025-04-12,Asia,Clothing,53.02,96,4710.77,4.26,5135.78,0.23,1181.23
2025-04-13,Africa,Home Decor,107.95,37,4113.15,4.8,4136.41,0.24,992.74
2025-04-14,Africa,Clothing,46.62,91,5345.2,4.29,4166.12,0.24,999.87
2025-04-15,South America,Accessories,31.66,148,2095.88,3.98,5358.52,0.38,2036.24
2025-04-16,Europe,Electronics,208.98,47,11107.91,3.71,10570.55,0.12,1268.47
2025-04-16,South America,Accessories,32.65,130,3494.8,4.4,4321.19,0.35,1512.42
2025-04-17,North America,Furniture,399.05,24,6390.63,4.28,9306.72,0.25,2326.68
2025-04-18,North America,Accessories,28.47,117,3286.77,4.37,3468.13,0.35,1213.85
2025-04-18,Africa,Accessories,34.11,136,3457.04,4.52,4676.07,0.37,1730.15
2025-04-19,Asia,Accessories,30.87,145,2943.06,4.39,5060.42,0.27,1366.31
2025-04-20,Europe,Clothing,54.43,89,5033.97,4.22,5352.91,0.36,1927.05
2025-04-21,Asia,Electronics,216.98,30,10134.81,3.71,6709.41,0.14,939.32
2025-04-22,North America,Accessories,27.7,147,2420.09,4.42,3833.63,0.26,996.74
2025-04-28,North America,Electronics,175.98,42,10710.11,3.65,7363.9,0.17,1251.86
2025-04-30,South America,Furniture,361.77,17,9732.29,2.93,5970.27,0.18,1074.65
2025-05-01,Africa,Electronics,190.5,53,8414.11,3.93,10085.41,0.2,2017.08
2025-05-01,South America,Furniture,311.66,13,10667.3,3.74,4682.14,0.2,936.43
2025-05-03,Asia,Clothing,51.5,93,5036.76,3.64,4994.17,0.38,1897.78
2025-05-03,Europe,Clothing,51.77,114,4768.17,4.3,5977.08,0.3,1793.12
2025-05-04,Europe,Office Supplies,29.48,171,2015.87,4.59,5063.21,0.08,405.06
2025-05-06,Europe,Office Supplies,24.03,159,2815.2,4.06,3790.0,0.14,530.6
2025-05-06,North America,Home Decor,93.51,37,3712.41,4.03,3689.9,0.22,811.78
2025-05-07,North America,Clothing,46.41,93,4024.23,4.15,4406.65,0.2,881.33
2025-05-10,South America,Accessories,29.09,125,2431.31,4.7,3943.13,0.32,1261.8
2025-05-10,Africa,Electronics,218.27,36,9704.56,3.72,8027.26,0.1,802.73
2025-05-10,South America,Office Supplies,27.02,170,2507.68,4.55,4682.49,0.11,515.07
2025-05-12,Europe,Furniture,398.1,22,7793.21,3.42,9048.48,0.22,1990.67
2025-05-13,North America,Furniture,319.18,20,6085.21,3.39,7050.22,0.22,1551.05
2025-05-13,Africa,Accessories,28.61,127,2954.18,4.41,3794.38,0.45,1707.47
2025-05-16,Africa,Home Decor,94.93,44,3223.78,4.9,4682.88,0.24,1123.89
2025-05-16,Europe,Clothing,53.95,90,5442.57,4.61,4854.7,0.38,1844.79
2025-05-16,Europe,Electronics,220.06,51,14099.15,3.99,12398.26,0.13,1611.77
2025-05-18,South America,Furniture,286.48,23,8136.2,3.53,6910.37,0.29,2004.01
2025-05-20,Asia,Home Decor,89.23,27,4490.1,3.66,2792.3,0.18,502.61
2025-05-21,North America,Clothing,48.62,73,4713.88,4.38,3578.4,0.27,966.17
2025-05-21,Asia,Furniture,325.76,25,9498.66,3.56,8958.49,0.17,1522.94
2025-05-21,North America,Home Decor,94.05,27,4146.45,3.54,2653.71,0.24,636.89
2025-05-21,Asia,Electronics,198.62,40,11795.52,3.72,8366.12,0.16,1338.58
2025-05-21,North America,Home Decor,107.33,36,3161.74,3.49,4266.73,0.18,768.01
2025-05-22,Africa,Accessories,30.24,134,2088.93,4.79,4099.3,0.39,1598.73
2025-05-25,Europe,Furniture,352.1,24,6717.27,5.0,9237.63,0.24,2217.03
2025-05-26,Asia,Accessories,30.91,133,2674.61,4.21,3836.35,0.33,1266.0
2025-05-27,Africa,Accessories,23.6,130,3042.53,4.62,3034.53,0.35,1062.09
2025-05-28,North America,Furniture,383.27,17,6656.61,4.76,6830.39,0.3,2049.12
2025-05-28,South America,Office Supplies,27.51,170,1908.11,4.24,4384.98,0.13,570.05
2025-05-29,South America,Office Supplies,25.53,165,2954.6,4.49,4098.71,0.12,491.85
2025-05-30,South America,Accessories,33.92,134,2789.09,4.72,4727.33,0.44,2080.03
2025-05-30,North America,Accessories,27.33,131,2619.92,4.35,3863.19,0.32,1236.22
2025-06-01,Europe,Furniture,332.07,23,8951.62,3.19,7865.62,0.19,1494.47
2025-06-01,Africa,Home Decor,96.43,31,3890.45,3.9,2930.15,0.16,468.82
2025-06-02,South America,Furniture,319.23,13,7035.72,3.83,4541.37,0.26,1180.76
2025-06-02,Europe,Accessories,22.49,134,3255.32,4.35,3160.69,0.28,884.99
2025-06-03,Asia,Furniture,353.99,16,8653.96,3.69,5792.02,0.23,1332.16
2025-06-03,South America,Home Decor,99.29,30,3260.56,4.38,3082.4,0.18,554.83
2025-06-09,Africa,Furniture,294.26,21,8294.61,4.09,6392.61,0.23,1470.3
2025-06-10,Asia,Accessories,27.46,136,3275.63,4.82,3975.52,0.26,1033.64
2025-06-10,Asia,Home Decor,107.37,32,4303.77,4.19,3364.38,0.24,807.45
2025-06-14,Africa,Clothing,45.93,100,5605.46,4.31,4873.96,0.39,1900.84
2025-06-14,North America,Furniture,348.74,24,8235.07,3.34,8623.23,0.2,1724.65
2025-06-14,Asia,Clothing,46.19,94,4452.72,4.02,4516.16,0.26,1174.2
2025-06-15,Africa,Clothing,41.63,77,6829.96,3.72,3688.02,0.32,1180.17
2025-06-15,South America,Clothing,50.69,88,4927.46,3.95,4890.88,0.28,1369.45
2025-06-16,Asia,Furniture,354.21,16,10711.22,4.13,6083.25,0.29,1764.14
2025-06-16,Asia,Home Decor,88.17,35,3624.32,4.25,3054.02,0.2,610.8
2025-06-18,North America,Furniture,314.63,19,5629.15,4.07,6534.84,0.24,1568.36
2025-06-21,Africa,Home Decor,96.2,36,3011.71,3.67,3425.92,0.24,822.22
2025-06-21,North America,Accessories,34.69,134,2057.44,4.07,4595.93,0.26,1194.94
2025-06-24,South America,Clothing,51.67,78,2850.69,3.83,4168.03,0.32,1333.77
2025-06-25,South America,Office Supplies,30.68,171,2031.93,4.72,5154.06,0.13,670.03
2025-06-26,Asia,Clothing,53.84,83,3132.66,4.2,4472.61,0.27,1207.6
2025-06-26,North America,Office Supplies,25.31,179,2723.73,4.73,4692.2,0.09,422.3
2025-06-30,Europe,Furniture,338.26,16,5209.21,4.26,6094.15,0.24,1462.6
